"County" "Year" "JanAvgMaxTemp" "FebAvgMaxTemp" "MarAvgMaxTemp" "AprAvgMaxTemp" "JanAvgMinTemp" "FebAvgMinTemp" "MarAvgMinTemp" "AprAvgMinTemp" "JanTotalPrecip" "FebTotalPrecip" "MarTotalPrecip" "AprTotalPrecip" "AprTotalGDD" "CornYield" "SoybeanYield"
"2157" "lac qui parle" 1984 24.1 34.15 31.35 56.55 4.3 18.7 14.85 36.3 0.676666666666667 1.57333333333333 1.99333333333333 2.61666666666667 29 85 28
"2160" "lac qui parle" 1985 21.4 25.45 45.2 66.3 -2.3 3.15 26.75 39.3 0.446666666666667 0.253333333333333 1.47333333333333 2.99 98 113 31
"2163" "lac qui parle" 1986 27.1 23.05 42.9 58.9 10.1 6.15 26.2 37.3 0.653333333333333 1.42333333333333 1.1 4.92333333333333 49 113 33
"2166" "lac qui parle" 1987 32.6 44.2 47.55 70.8 12.4 22.1 26.35 38.95 0.135 0.46 1.605 0.39 186.5 105 34
"2169" "lac qui parle" 1988 20.85 24.3 43.2 64.85 0.1 4.8 24.15 32.4 1.56 0.19 0.763333333333333 0.97 70 38 16
"2172" "lac qui parle" 1989 34.75 22.15 35.6 58.95 11.85 -0.75 17.45 34.55 0.333333333333333 0.71 3.61 2.56333333333333 76 118 34
"2175" "lac qui parle" 1990 39.6 37.45 46.15 62.55 16.8 11.2 24.9 33.55 0.0233333333333333 0.516666666666667 2.12333333333333 1.49333333333333 155.5 114 39
"2178" "lac qui parle" 1991 25.7 40.9 44.4 61.75 3.35 15.3 22.3 37.2 0.173333333333333 0.993333333333333 2.76 4.63 109 115 37
"2181" "lac qui parle" 1992 33.4 35.35 47.05 53.65 14.45 21.45 26.25 32.4 0.595 0.295 1.39666666666667 1.37333333333333 61.5 107 28
"2184" "lac qui parle" 1993 20.8 20.8 37.25 54.15 -0.1 4.05 18.6 32.65 0.746666666666667 0.616666666666667 1.07333333333333 2.32333333333333 23 70 20
"2187" "lac qui parle" 1994 8.6 18.8 42.7 57.85 -8.35 -2.15 24.3 33.3 1.10333333333333 0.68 0.735 3.325 53.5 134 36
"2190" "lac qui parle" 1995 25.25 30.2 42.3 49.1 8.4 9.7 22.6 31.5 0.153333333333333 0.153333333333333 3.06666666666667 3.46 0.5 107 33
"2193" "lac qui parle" 1996 15.45 26.3 34.85 52.6 -3.5 8.05 15.05 30.65 1.57 0.51 0.536666666666667 0.47 21 120 34
"2196" "lac qui parle" 1997 15.75 28 35.6 53.1 -2.3 9.4 17.35 31.05 1.79333333333333 0.53 0.903333333333333 2.98333333333333 34.5 124 37
"2199" "lac qui parle" 1998 22.7 36.35 33.9 61.1 6.45 22.1 19.9 35.5 0.415 1.21 1.19666666666667 2.31333333333333 54 145 40
"2202" "lac qui parle" 1999 18.3 36.75 43.65 58.45 -0.15 17.3 22.45 35.4 0.45 0.16 0.833333333333333 2.00666666666667 38 142 40
"2205" "lac qui parle" 2000 24.3 34.75 51.8 56.3 -1.65 13.9 25.15 29.25 0.35 0.746666666666667 1.40333333333333 1.47 31 135 38
"2208" "lac qui parle" 2001 27.2 18.3 31.8 54.7 2.8 -8.4 9.7 31.7 1.15666666666667 1.09333333333333 0.496666666666667 6.48333333333333 38.5 131 37
"2211" "lac qui parle" 2002 29.85 39.3 28.95 53.7 10 16.3 7.45 29.3 0.0633333333333333 0.183333333333333 0.28 1.94 22 151 41
"2214" "lac qui parle" 2003 24.05 24 41.05 60.55 2.3 -2 15.25 32.15 0.196666666666667 0.596666666666667 0.2 2.30666666666667 51.5 123 29
"2217" "lac qui parle" 2004 20.85 27.9 46.2 62.45 -1.7 7.7 23.85 31.8 0.123333333333333 0.135 1.31 1.42666666666667 57.5 150 32
"2220" "lac qui parle" 2005 21.05 33.8 41.7 62.45 1.05 12.55 16.3 37.05 1.04 0.67 0.43 2.99333333333333 84.5 165 43
"2223" "lac qui parle" 2006 32.9 27.05 38.3 61.5 18.5 3.75 21.45 39.1 0.27 0.0666666666666667 1.17666666666667 2.98333333333333 106 159 48
"2226" "lac qui parle" 2007 28 20.4 44.9 54.45 9 2.6 25.65 32.45 0.116666666666667 1.76 2.7 3.17666666666667 101 137 39
"2229" "lac qui parle" 2008 22 25.15 35.4 53.55 -1.55 0.05 15.15 29.4 0.0266666666666667 0.256666666666667 1.41 2.52 15.5 135 30.5
"2232" "lac qui parle" 2009 18.3 26.45 38.2 54.65 -6.1 5.3 17.2 32.1 0.576666666666667 0.573333333333333 3.08333333333333 0.836666666666667 31.5 176 42.5
"2235" "lac qui parle" 2010 17.45 19.9 43.15 66.05 -1.1 1.2 26.3 38.9 1.14 0.786666666666667 1.12333333333333 0.82 115.5 172.9 45.4
"2238" "lac qui parle" 2011 15.6 23.35 31.5 52.2 -4 2.35 12.55 34.95 1.07 1.52666666666667 1.77666666666667 1.86666666666667 17 144.3 38.4
"2241" "lac qui parle" 2012 32.55 36.35 55.2 60.9 10.5 12.7 30.75 36.75 0.186666666666667 1.19333333333333 1.25 3.15 75 149.5 42.7
"2296" "lyon" 1980 25.2 23.1 33.9 59.4 7.3 6.75 18.95 36.9 0.316666666666667 0.713333333333333 0.8 0.413333333333333 108 95 29
"2299" "lyon" 1981 31.1 34.75 50.45 63.5 6.85 12.85 23.9 38.05 0.05 0.903333333333333 1.05333333333333 1.50333333333333 114.5 92 32.2
"2302" "lyon" 1982 10.15 23.7 36.5 51.8 -11.65 7.85 22.9 28.4 1.37666666666667 0.143333333333333 1.00333333333333 2.22 32 116 37.3
"2305" "lyon" 1983 26.1 30 36.25 48.95 9.05 16.85 24.05 31.6 0.93 0.055 3.69 2.36666666666667 19 69 32
"2308" "lyon" 1984 23.7 33.45 30.65 54.2 5.3 22.7 15 36.8 1.02333333333333 1.04 1.79 3.74 20.5 95 32
"2311" "lyon" 1985 20.75 25.8 43.85 62.35 -1.5 5.9 27.65 38.3 0.67 0.103333333333333 3.63333333333333 3.61 125.5 115 36
"2314" "lyon" 1986 28.05 21.4 42.65 57.6 10.65 6 25.1 36.6 0.736666666666667 0.64 2.06 5.77333333333333 46.5 118 35
"2317" "lyon" 1987 32.35 42.9 44.75 67 12.4 20.45 25.9 37.75 0.23 0.4 2.72666666666667 0.603333333333333 138.5 125 38
"2320" "lyon" 1988 20.7 23.45 43.4 59.1 -2.2 0.3 22.15 32.7 1.25333333333333 0.406666666666667 0.67 2.38 53 56 20
"2323" "lyon" 1989 34.05 18.55 34.25 55.45 12.35 -1.45 16.75 32.95 0.346666666666667 0.605 2.58333333333333 1.68333333333333 73 114 35
"2326" "lyon" 1990 37.1 34.05 43.85 59.6 17.7 10.95 24.1 34.45 0.0566666666666667 0.493333333333333 2.49 1.84 142 114 40
"2329" "lyon" 1991 22.65 37.65 42.8 58.9 3.1 18.2 23.45 39.1 0.126666666666667 0.49 1.30666666666667 3.74 111.5 122 41
"2332" "lyon" 1992 32.4 34.55 43.95 50.6 15.4 20.7 26.35 32.65 0.716666666666667 0.653333333333333 2.19666666666667 1.43 50.5 121 36
"2335" "lyon" 1993 21.95 21.65 35.75 52 3.15 6.1 20 33 0.916666666666667 0.663333333333333 1.23666666666667 2.99 28.5 62 17
"2338" "lyon" 1994 11.05 19.45 42.85 55.85 -5.85 1.45 25.75 33.4 1.42 0.596666666666667 0.276666666666667 3.50333333333333 56 144 41
"2341" "lyon" 1995 25.25 30.7 40.25 48.2 9.5 11 24 31.55 0.52 0.856666666666667 3.65 4.52 1.5 109 37
"2344" "lyon" 1996 14.35 27.05 34.9 51.55 -2.25 10 16.8 30.25 1.67666666666667 0.173333333333333 0.415 0.403333333333333 20 124 40
"2347" "lyon" 1997 17.4 26.95 36.7 51.65 -0.5 11.05 20.1 31.4 1.22666666666667 0.286666666666667 0.926666666666667 2.68 35 122 37
"2350" "lyon" 1998 23.55 37.25 32.75 59.15 8.95 24.2 20.2 37.85 0.796666666666667 0.99 3.2 1.6 86 150 44
"2353" "lyon" 1999 20.75 36.25 43.3 56.35 3.4 20.65 24.95 37.5 1.15 0.283333333333333 0.803333333333333 3.56666666666667 48.5 144 43
"2356" "lyon" 2000 26.05 38.25 51.5 56.2 4.9 19.35 27.6 34.2 0.506666666666667 0.826666666666667 0.636666666666667 1.73333333333333 63 140 40
"2359" "lyon" 2001 27.8 19.9 32.05 56.05 12.05 -0.25 17.7 37.05 0.566666666666667 0.336666666666667 0.456666666666667 7.17 96 133 40
"2362" "lyon" 2002 32.35 38.3 29.2 55.5 14.6 18.45 12.7 34.35 0.0933333333333333 0.786666666666667 2.38 2.82333333333333 87.5 153 44
"2365" "lyon" 2003 25.45 25.45 40.85 57.95 6.25 3.65 19.3 35.75 1.37 1.59333333333333 0.426666666666667 4.25333333333333 101 140 34
"2368" "lyon" 2004 21.5 27.2 46.1 64.5 1.95 12.7 26.85 34.2 1.41666666666667 0.426666666666667 1.08666666666667 1.38 110.5 160 38
"2371" "lyon" 2005 22.5 35.35 41.4 62 4.75 15.95 20.8 38.25 0.46 1.29 0.663333333333333 3.23666666666667 97 180 47
"2374" "lyon" 2006 33.5 27.5 38.1 60.95 22.1 8.9 23.45 41.25 0.51 0.155 1.78333333333333 4.26 121 165 50
"2377" "lyon" 2007 26.55 19.75 45.45 53.95 10.9 3.95 27.55 32.5 0.0866666666666667 1.14333333333333 2.37 2.15666666666667 95.5 150 47
"2380" "lyon" 2008 22.2 24.2 36.8 51.9 4.05 4.45 18.35 31.3 0.025 0.1 1.28333333333333 2.21 26 159 37
"2383" "lyon" 2009 19.55 28.95 38.65 54.55 -1.65 9.35 20.45 32.6 0.423333333333333 0.543333333333333 1.28666666666667 0.953333333333333 45 174 41
"2386" "lyon" 2010 16.55 20.15 42.1 65.5 2.45 5 28 40.3 0.633333333333333 0.333333333333333 1.29666666666667 1.57333333333333 130 168.6 48.2
"2389" "lyon" 2011 16.45 24.85 32.8 51.8 -0.5 8.15 13.7 33.85 0.725 1.22 1.38 2.41 14.5 150.6 35.2
"2392" "lyon" 2012 33.3 36.5 56.6 61.7 13.15 16.2 34.35 38 0.27 1.5 1.02 2.72666666666667 88.5 152.6 42
"2401" "mahnomen" 1980 15.5 16.9 29.3 62.6 -4.9 -2.7 8.5 33.8 1.09 1 0.82 0.03 110 68 18
"2402" "mahnomen" 1981 23 28.6 45.6 58.8 1.8 10.5 21.3 31.4 0.26 0.42 1.18 1.18 32 88 27
"2403" "mahnomen" 1982 5.3 19.6 30.9 51.6 -18 0.8 14.6 28.6 1 0.4 0.89 0.88 43 57 20
"2404" "mahnomen" 1983 23.9 29.3 37.5 52.3 4.1 13.8 23.7 30.3 0.67 0.35 1.64 0.39 21 64 25
"2405" "mahnomen" 1984 16.9 32.7 32.3 57.5 -2.4 17.3 14.6 32.1 0.6 0.92 0.62 0.76 10 69 25
"2406" "mahnomen" 1985 14.7 19.6 40.9 58.9 -5.9 -2.2 23.3 33.9 0.4 0.29 0.75 1.41 87 55 10
"2407" "mahnomen" 1986 23.3 19 41.1 55.4 3.4 0.4 20.1 33.4 0.61 0.49 0.14 4.91 24 81 26
"2408" "mahnomen" 1987 26.8 34.4 40.9 67.6 6.4 19.5 22.1 35.6 0.36 0.69 1.14 0.29 143 96 31
"2409" "mahnomen" 1988 16 18.1 36.3 60 -5.9 -4.6 19.5 28.3 1.02 0.22 1.22 0.09 40 73 25
"2410" "mahnomen" 1989 23.7 11.9 29.1 50.2 -1.9 -13.1 8.4 31.5 2 0.24 1.04 1.32 40 64 24
"2411" "mahnomen" 1990 30.8 28 40.6 54.2 9.2 5.8 20.8 29.1 0.44 0.41 1.77 1.67 109 66 25
"2412" "mahnomen" 1991 14.4 30.7 40.6 58.3 -7.9 7.4 19.2 33.4 0.79 1.07 0.84 3.81 77 96 36
"2413" "mahnomen" 1992 25.5 30.2 40.1 51.2 7.2 12.8 23.1 29.4 0.7 0.74 1.4 1.24 37 40 22
"2414" "mahnomen" 1993 17 18.1 35.8 54.1 -4.9 -2.2 13.1 29.3 0.78 0.21 0.46 1.79 8 7 19
"2415" "mahnomen" 1994 5.5 15.9 38 55.3 -15 -6.9 20 30.5 0.71 0.74 1.09 2.53 34 100 31
"2416" "mahnomen" 1995 18.5 22 36.9 47 -1 -2.7 16.5 26.6 1.06 1.11 1.77 0.75 0 84 31
"2417" "mahnomen" 1996 11.1 19.9 26.9 44.5 -10.1 2.7 9.2 26.9 1.27 0.72 1.02 0.63 1 103 34
"2418" "mahnomen" 1997 12.3 25.2 33.1 49.7 -6.5 3.4 7.4 26.8 1.49 0.67 1.7 2.83 11 102 33
"2419" "mahnomen" 1998 21.7 35.6 36.1 62.6 2.5 24.1 16.8 34.1 1.46 1.04 0.69 1.14 62 119 34
"2438" "marshall" 1981 20.7 26.65 43.4 56.75 -1.9 7.55 20.05 29.55 0.27 0.455 0.635 1.075 29 65 33
"2440" "marshall" 1982 2.6 17.85 30.4 50.7 -23.75 -6 10.35 25.1 0.91 0.455 0.895 0.955 36 68 16
"2442" "marshall" 1983 22.9 27.3 35.65 50.95 3.25 8.55 20.05 28.5 0.57 0.605 2.19 0.46 10.5 60 26
"2444" "marshall" 1984 17.05 31.25 31.5 58.45 -4.15 13.8 11.55 33.95 0.4 0.83 0.295 1.28 15 52 24
"2446" "marshall" 1985 12.8 15.45 38.85 57.95 -8.05 -6.75 20.75 32.7 0.31 0.545 0.655 1.38 79 48 20
"2448" "marshall" 1986 18.85 16.9 39.2 53.45 -0.35 -1.85 17 32.3 0.51 0.515 0.12 2.42 15.5 77 27
"2450" "marshall" 1987 21.15 30.4 34.65 63.9 2.65 13.9 18.2 34.35 0.52 1.135 0.785 0.02 94 80 25
"2452" "marshall" 1988 11.5 16.6 34.5 57.55 -8.4 -8.15 16.75 27.3 0.71 0.24 1.4 0 30 40 11
"2454" "marshall" 1989 19.1 10.45 26.05 47.75 -5.5 -14.55 5.55 25.4 1.73 0.215 1.65 0.64 20 54 14
"2456" "marshall" 1990 26.2 23.5 37.95 55.1 5.65 0.55 17.6 28.1 0.395 0.245 1.27 1.25 103 51 13
"2458" "marshall" 1991 12.5 28.15 39.15 59.1 -11.5 5.5 15.45 32.9 0.445 0.48 0.425 2.555 77.5 95 34
"2460" "marshall" 1992 23.3 27.1 36.65 48.15 3.95 8.2 17.8 27.55 0.59 0.685 0.6 1.23 21.5 51 19
"2462" "marshall" 1993 13.35 18.05 34.65 54.35 -7.9 -4.95 13.65 27.6 0.575 0.05 0.285 0.765 1 11 24
"2464" "marshall" 1994 3.5 13.9 38.1 54.85 -15.2 -10.15 19.4 28.15 0.415 0.37 0.31 0.445 21.5 70 31
"2466" "marshall" 1995 17.05 20.15 35.7 46.9 0.05 -3.75 17.65 25.9 0.36 0.68 1.02 0.535 0 86 27
"2468" "marshall" 1996 5.9 17.95 25.5 43.2 -16.7 -3.4 1.75 22.4 1.155 0.895 0.595 0.85 0 68 29
"2470" "marshall" 1997 7.55 20.65 27.55 43.6 -12 -4.3 3.7 23.55 1.1 0.19 0.91 2.15 1 79 32
"2472" "marshall" 1998 17.25 32.8 33.95 60.05 1.45 20.75 15.95 32.8 0.845 0.905 0.115 0.6 46.5 89 29
"2474" "marshall" 1999 12.35 29.95 37.85 55 -5.65 9.15 17.6 33.7 1.005 0.405 0.99 1.86 44.5 72 23
"2476" "marshall" 2000 18.35 33.85 46.2 53.55 -3.35 10.1 24.3 29.1 0.18 0.93 0.485 1.18 42 92 31
"2478" "marshall" 2001 20.5 14.9 34.95 53 1.55 -6.8 14.05 32.65 0.095 0.525 0.085 1.735 62.5 96 32
"2480" "marshall" 2002 22.6 32.65 28.9 50.6 5.2 10.9 6.3 27.7 0.13 0.13 0.64 1.005 40.5 116 34
"2482" "marshall" 2003 15.65 16.5 33.7 57.45 -2.4 -7.2 10.3 30 0.18 0.42 0.675 0.955 50 112 28
"2486" "marshall" 2005 10.8 23 32.6 60.05 -10.45 2.65 10.2 33.95 0.95 0.17 0.235 0.4 65.5 90 7
"2488" "marshall" 2006 28.95 19.5 35.05 62.05 15.3 -4.3 17.35 35.6 0.805 0.665 1.935 0.955 92.5 99 28
"2490" "marshall" 2007 20.15 13.7 37.85 53.15 -0.25 -7.2 17.35 28.15 0.125 0.66 1.315 1.425 68 110 26
"2492" "marshall" 2008 15.35 14 31.65 51.6 -5.15 -9.3 9.7 27.1 0.155 0.82 0.555 1.24 8.5 110 37
"2494" "marshall" 2009 9.3 21.15 31.35 49.7 -12.85 -0.75 12.05 31 0.35 0.86 2.475 1.61 17.5 115 27
"2496" "marshall" 2010 16.4 21.4 42.7 64.1 0.6 -1 24 35.5 0.96 0.61 0.855 1.24 75 129.9 26.5
"2498" "marshall" 2011 10.25 20.25 31.15 51.7 -10.75 -2 8 31.05 0.665 0.185 0.325 1.815 11 114.5 31.7
"2500" "marshall" 2012 24.3 28.55 44.25 58.4 4.75 5.25 20.2 31.8 0.33 0.775 1 0.97 43 127.9 31.9
"2506" "martin" 1980 25.5 23.4 37.7 59.8 8.5 7.7 20.5 37.6 1.25 0.51 0.98 2.08 127 130 38
"2507" "martin" 1981 30.8 34.6 50.4 62.8 9.6 16.1 27.8 39.7 0.12 1.82 1.02 2.21 108 133 34.9
"2508" "martin" 1982 12.3 26.1 38 53.6 -8.5 8.1 23.5 32.8 1.81 0.45 1.24 1.59 60 133 38.8
"2509" "martin" 1983 27 31.5 39.4 49.8 12.3 20.1 25.5 33.1 3.65 0.9 3.82 4.59 32 89 35
"2510" "martin" 1984 22.2 33.7 32.4 54.9 6.8 19.3 15.6 37 0.64 1.26 0.98 4.7 26 127 38
"2511" "martin" 1985 23 27.1 44 62.9 1.2 7.7 26.9 40.4 0.53 0.06 3.1 3.84 178 141 36
"2512" "martin" 1986 27.5 23.1 45.1 59.1 7.3 6.8 23.8 37.6 0.62 0.13 1.93 5.03 74 146 44
"2514" "martin" 1988 18.5 21.7 43.4 57.7 -0.3 3.2 24.7 35.8 1.43 0.48 0.76 3.77 58 106 34
"2515" "martin" 1989 33.6 20.4 36 56.2 14.6 1.1 19.4 35.9 0.18 0.15 1.84 4.75 82 147 43
"2516" "martin" 1990 37.7 34.8 45.1 57.7 18.3 14.3 27.2 35.3 0.06 0.32 2.86 1.95 131 138 44
"2517" "martin" 1991 19.8 34.6 42.3 59.3 1.8 17.6 24.8 40.3 0.43 0.75 3.69 5.42 107 120 30
"2518" "martin" 1992 30.6 32.9 41.5 51.7 16.1 22 26.9 35.2 1.04 1.25 3.16 2.33 51 144 38
"2519" "martin" 1993 21.7 21.5 34.3 51.7 4.8 8.4 18.4 33.6 0.91 1.1 1.65 5.7 27 72 22
"2520" "martin" 1994 11.6 20.5 43 57.2 -4.7 2 26.6 35.3 1.37 1.11 0.23 5.06 82 147 43
"2521" "martin" 1995 23.6 30 41.1 49.7 8.7 12.8 24.7 32.9 0.05 0.13 3.24 4.12 0 135 46
"2522" "martin" 1996 19.2 28.1 36.2 52.1 1.8 11.9 17.4 32.4 2.02 0.08 1.55 0.32 25 148 43
"2523" "martin" 1997 18.3 27.5 40.9 52.3 2.5 11.9 22.4 33.2 1.38 0.74 0.65 0.8 31 149 44
"2524" "martin" 1998 25.8 36.9 35.8 59.2 11.8 25.2 22.9 41.6 1.03 0.54 2.14 3.16 104 164 47
"2525" "martin" 1999 21.1 36.5 44.6 56 5.8 22.2 24.8 39.5 1.18 0.47 0.79 6.1 44 154 42
"2526" "martin" 2000 27.2 37.6 52.2 58.3 6.8 19.3 30 37.7 0.81 1.11 1.27 1.61 88 156 45
"2527" "martin" 2001 27.3 20.8 33.3 58.4 11.8 1.5 18.8 37.8 1.28 1.05 1.01 5.79 101 121 35
"2528" "martin" 2002 34.2 36.5 33 57.7 15.6 18 16.7 36.5 0.17 0.66 1.86 3.38 118 172 49
"2529" "martin" 2003 26 27.7 44.3 60.2 9.4 7.4 22.2 40.2 0.27 0.36 2.23 1.28 131 170 37
"2530" "martin" 2004 23.1 26.9 46.9 62.4 5.4 13.4 28.7 37.6 0.49 1.12 2.43 1.27 103 192 42
"2531" "martin" 2005 23.7 34.9 40.2 61.2 9.3 18.7 22.3 40.8 0.57 1.54 1.07 3.34 121 190 51
"2532" "martin" 2006 33.2 28.8 39.2 61.6 22 10.1 24.3 43.1 0.91 0.58 2.67 8.15 141 181 52
"2533" "martin" 2007 25.1 19.3 44.5 54.4 10.1 4.4 27.5 33.7 0.7 2 4.34 2.28 93 165 49
"2534" "martin" 2008 20.3 21.8 36.5 53.2 3.8 3.6 19.2 33.8 0.51 1.01 0.71 4.24 40 179 45.5
"2535" "martin" 2009 19.6 31.1 41.1 56.2 -1.4 11 21.95 33.55 1.33 1.575 1.17 2.715 49.5 192 50
"2537" "martin" 2010 16.7 22.05 43.15 65.9 0.75 4.7 26.9 40.9 1.56 1.22 2.02 2.7 143 188 49.1
"2539" "martin" 2011 18.4 25.75 35.6 54.05 -0.05 7.7 19.7 34.6 1.46 1.35 1.72 3.35 18 175.9 48.5
"2541" "martin" 2012 31.75 35.05 57.95 61.75 13.7 17.7 35.3 37.3 1.01 1.555 1.51 3.47 84.5 170.7 48.4
"2547" "mcleod" 2004 20 27 44.7 64.2 1.2 8.8 26.3 33.2 0.52 1.16 1.29 2.17 78 156 34
"2548" "mcleod" 2005 21.5 34.4 40.1 62.1 4.8 13.3 20.5 39.2 1.18 0.9 0.72 3.74 123 181 46
"2549" "mcleod" 2006 31.1 25 38 61 18.4 6.1 23.1 39 0.17 0.51 1.59 4.46 99 176 52
"2550" "mcleod" 2007 24.8 17.9 41.7 54 9.6 0.6 24.9 33.3 1 1.07 2.05 2.25 99 139.9 45
"2552" "mcleod" 2008 17.7 20.8 34.2 50.1 0.1 4.4 16.3 31.7 0.26 0.23 1.09 3.11 26 178 43.5
"2554" "mcleod" 2009 15.1 27 36.5 55.6 -6.5 8.5 20 33.7 0.515 1.1 2.71 1.67 44 183 43.5
"2556" "mcleod" 2010 15.95 22.3 44.4 65.2 0.65 1.75 26 40.25 1.61 0.91 1.14666666666667 2.14 120.5 182.5 48.9
"2559" "mcleod" 2011 15.9 23.3 32.45 52.45 -1.9 3.8 15.65 33.8 1.82333333333333 1.10666666666667 2.12333333333333 3.09333333333333 10.5 146.6 35.4
"2562" "mcleod" 2012 30.1 33.75 54.6 59.6 11.6 14.15 33.55 36.5 0.75 1.79666666666667 1.89 2.14333333333333 57.5 179.6 47.1
"2571" "meeker" 1980 23.9 23.5 35.5 62.1 5.1 5.4 15 36.2 0.87 0.62 0.95 0.42 128 100 32
"2572" "meeker" 1981 30.4 32 51.3 61.7 5.4 12.1 25 37.6 0.07 1.18 2.07 1.77 87 104 36
"2573" "meeker" 1982 10.1 22.8 35 54 -13.2 4 18.2 31.7 1.35 0.14 2.03 1.32 65 115 35
"2574" "meeker" 1983 25.7 30.6 38.8 52.8 9.9 19.2 25.6 32.9 0.5 0.04 1.89 1.39 58 77 31
"2575" "meeker" 1984 20.8 34.8 33.3 56.8 1.4 19.9 13.7 34.7 0.3 0.65 0.94 3.18 25 103 30
"2576" "meeker" 1985 21.3 25.6 44.8 65 -2.9 3.3 25.9 38.6 0.41 0.13 1.94 4.52 173 116 29
"2577" "meeker" 1986 25.1 22.5 43.3 60.5 7.2 6.1 24.6 37.9 0.37 0.59 1.2 5.48 66 109 30
"2579" "meeker" 1988 19.4 22.6 43.1 62.4 -1.4 0.6 23.7 32.8 0.75 0.13 0.7 1.05 59 56 22
"2580" "meeker" 1989 31.9 20.6 34.9 57.5 9.9 -2.1 18.2 34.8 0.61 0.52 1.22 0.99 80 101 36
"2582" "meeker" 1991 23.3 37.4 45.6 61.9 3.2 13.7 24.6 38.1 0.15 0.78 1.03 5.17 130 124 38
"2583" "meeker" 1992 29.1 33 43.4 51.8 12 21.1 25.7 33.8 0.91 0.24 1.56 1.67 51 110 28
"2584" "meeker" 1993 21 22.3 36 54.4 2.7 5.8 16.5 33 0.83 0.36 1.05 1.75 36 68 25
"2585" "meeker" 1994 9.5 19 42.6 58.6 -7.6 -0.1 24 32.9 1.06 0.58 0.27 5.44 58 130 44
"2586" "meeker" 1995 22.4 26.8 41.6 50.8 5.7 7.7 23.6 32.2 0.25 0.23 3.14 2.52 4 122 39
"2587" "meeker" 1996 16.3 26.9 33.2 51.5 -4.4 7.1 14.3 29.7 1.94 0.2 0.65 0.82 20 120 35
"2588" "meeker" 1997 14.6 26 34.3 51.3 -3.3 6.9 16.3 29.5 1.85 0.15 1.71 1.15 25 122 35
"2589" "meeker" 1998 21.5 34.6 35.6 59.2 5.1 22.3 20 36.9 1.3 0.9 2.19 2.07 59 141 39
"2590" "meeker" 1999 16.8 33.2 40.2 55.5 0.3 16.3 22 37.2 1.35 0.23 1.42 2.3 39 147 43
"2591" "meeker" 2000 22.1 31.6 49.8 55.7 1.5 13.3 27.4 33 0.53 1.71 1.22 1.24 52 140 40
"2592" "meeker" 2001 26.1 16.9 31.4 53.3 6.9 -5.1 14.1 35.6 1.03 1.38 1.27 7.76 75 125 35
"2594" "meeker" 2003 21.2 21.3 37.2 56.8 2.9 1.3 15.9 34.7 0.36 0.36 0.38 2.97 68 137 25
"2595" "meeker" 2004 18.2 25.3 42.3 61.6 0.1 10.8 25.9 36.3 0.48 0.5 0.98 1.31 82 151 34
"2596" "meeker" 2005 18.2 31 38.4 60 4.1 12.9 17.5 37.5 1.94 0.64 0.52 3 90 159 40
"2597" "meeker" 2006 32.4 24.7 37.6 60.2 19.3 4.2 22.8 40 0.02 0.48 1.05 4.05 110 149 43
"2598" "meeker" 2007 25.6 18 42.25 53.95 9.7 0.5 25 34.7 0.19 1.1 2.02 3.21 114.5 119.9 37
"2600" "meeker" 2008 17.7 20.4 34.2 50.7 -0.8 1.85 15.1 31.9 2.155 1.365 3.65 2.23 28.5 167 41
"2602" "meeker" 2009 14.45 25.85 36.8 54.25 -7.9 6.3 17.95 34.45 1.24 1.675 3.68 1.84 47.5 175 42.5
"2604" "meeker" 2010 16.3 22.55 44.95 64.6 1.15 2.7 26.95 40.4 3.13 1.95 3.455 0.69 109.5 178.1 48.5
"2606" "meeker" 2011 15.35 22.4 32.5 52.25 -1.85 3.55 14 35.4 0.68 2.9 3.06 3.23 26 144.6 34.7
"2608" "meeker" 2012 29.45 32.55 53.9 57.6 11.4 14.55 33.65 38.9 1.595 2.575 2.345 1.905 52.5 168.7 44.2
"2614" "mille lacs" 1980 18.8 22.7 33 60.5 -1.1 1.1 11.4 34.6 0.51 0.58 0.56 0.71 101 98 27
"2615" "mille lacs" 1981 27.3 29.5 46.1 56.9 4.5 10.8 24.3 33.4 0.1 1.26 1.07 3.3 19 90 25
"2617" "mille lacs" 1983 25.8 29.9 39 50.5 4.3 15.4 24.2 30 0.5 0.27 2.95 1.93 14 77 30
"2618" "mille lacs" 1984 19.5 32.6 31.9 56.5 2.9 19.5 17.1 38.6 0.71 1.09 0.36 3.17 17 83 25
"2619" "mille lacs" 1985 19 22.5 42.3 59.9 -4.3 0.5 24.6 37.3 0.31 0.25 2.42 3.99 85 89 27
"2620" "mille lacs" 1986 22.8 21.9 39.6 57.7 -1.9 3.4 20.8 38.7 0.55 0.99 1.07 5.55 56 96 29
"2621" "mille lacs" 1987 26.3 39.2 45.4 66.7 10 19.9 27.7 35.3 0.28 0.05 0.58 0.1 60 100 33
"2622" "mille lacs" 1988 16.5 22.1 39.3 57.4 -6.5 -6.3 17.7 30.2 0.1 0.1 1.1 0.58 28 45 19
"2623" "mille lacs" 1989 26.5 16.4 31.6 52.6 4.6 -10.9 13.6 28.8 0.68 0.36 1.18 1.55 28 78 24
"2624" "mille lacs" 1990 31.7 32.3 45.2 56.8 10.1 5.1 18.1 31.9 0.07 0.7 2.42 2.53 119 95 30
